record_offset,name,extras,subtype,version,size,data_offset
2175557,MAINTUTR.BMP,,,,754,2175574
2176328,MAINPIEC.BMP,,,,856,2176345
2177201,SOLVE.BMP,MP,,MP,3623,2177218
2180841,MAINEDIT.BMP,,,,1867,2180858
2182725,MAINH2H.BMP,,,,2168,2182742
2184910,INFO148.BMP,,,,4861,2184927
2189788,PART96.BMP,,,,3538,2189805
2193343,PUZDISP.BMP,,,,4190,2193360
2197550,MEMOFNT8.FNT,,,,1168,2197567
2198735,RMN1_18.FNT,,,,3080,2198752
2201832,10X10NOP.FNT,,,,1873,2201849
2203722,SYS12.FNT,NT,,NT,2935,2203739
2206674,DESCRIPT.FNT,,,,1960,2206691
2208651,RMN8_40.FNT,,,,9045,2208668
2217713,SOLVE.RES,T,,T,6245,2217730
2223975,HELP.RES,T,,T,22205,2223992
2246197,BINSOLVE.RES,,,,757,2246214
2246971,INTRFACE.RES,,,,6629,2246988
2253617,DESCRIPT.RES,,,,1929,2253634
2255563,SOUND.RES,ES,,ES,351,2255580
2255931,INFO.RES,ES,,ES,26649,2255948
2282597,CREDITS.RES,,,,1101,2282614
2283715,PROGPART.RES,,,,1847,2283732
2285579,PROFESOR.RES,,,,5991,2285596
2291587,MUSIC.RES,ES,,ES,370,2291604
2291974,MUSIC2.RES,S,,S,227,2291991
2292218,CURSOR.RES,S,,S,257,2292235
2292492,MLEV20.LEV,S,,S,3802,2292509
2296311,ELEV1.LEV,S,,S,5392,2296328
2301720,TLEV31.LEV,S,,S,1677,2301737
2303414,TLEV8.LEV,S,,S,2218,2303431
2305649,TLEV14.LEV,S,,S,907,2305666
2306573,TLEV15.LEV,S,,S,1190,2306590
2307780,TLEV16.LEV,S,,S,1615,2307797
2309412,TLEV24.LEV,S,,S,2437,2309429
2311866,TLEV18.LEV,S,,S,886,2311883
2312769,TLEV23.LEV,S,,S,957,2312786
2313743,TLEV25.LEV,S,,S,961,2313760
2314721,TLEV3.LEV,S,,S,2006,2314738
2316744,ELEV6.LEV,S,,S,2480,2316761
2319241,ELEV7.LEV,S,,S,2140,2319258
2321398,ELEV12.LEV,S,,S,3537,2321415
2324952,ELEV13.LEV,S,,S,3398,2324969
2328367,ELEV15.LEV,S,,S,1683,2328384
2330067,ELEV24.LEV,S,,S,3003,2330084
2333087,RLEV8.LEV,S,,S,2679,2333104
2335783,RLEV28.LEV,S,,S,3278,2335800
2339078,RLEV20.LEV,S,,S,2271,2339095
2341366,RLEV24.LEV,S,,S,3602,2341383
2344985,ELEV11.LEV,S,,S,3526,2345002
2348528,TLEV40.LEV,S,,S,804,2348545
2349349,MLEV5.LEV,S,,S,2365,2349366
2351731,RLEV12.LEV,S,,S,4051,2351748
2355799,MLEV26.LEV,S,,S,4019,2355816
2359835,ELEV16.LEV,S,,S,2054,2359852
2361906,ELEV14.LEV,S,,S,1869,2361923
2363792,MLEV7.LEV,S,,S,2469,2363809
2366278,ELEV17.LEV,S,,S,1744,2366295
2368039,MLEV27.LEV,S,,S,3796,2368056
2371852,TLEV5.LEV,S,,S,2090,2371869
2373959,ELEV25.LEV,S,,S,2181,2373976
2376157,RLEV1.LEV,S,,S,4252,2376174
2380426,ELEV18.LEV,S,,S,4103,2380443
2384546,ELEV8.LEV,S,,S,2848,2384563
2387411,TLEV12.LEV,S,,S,1934,2387428
2389362,MLEV9.LEV,S,,S,2016,2389379
2391395,ELEV2.LEV,S,,S,2008,2391412
2393420,TLEV26.LEV,S,,S,869,2393437
2394306,RLEV6.LEV,S,,S,1598,2394323
2395921,RLEV7.LEV,S,,S,2357,2395938
2398295,RLEV26.LEV,S,,S,2942,2398312
2401254,RLEV25.LEV,S,,S,1985,2401271
2403256,RLEV10.LEV,S,,S,2329,2403273
2405602,RLEV14.LEV,S,,S,3035,2405619
2408654,RLEV15.LEV,S,,S,3393,2408671
2412064,RLEV2.LEV,S,,S,1922,2412081
2414003,HLEV4.LEV,S,,S,3022,2414020
2417042,HLEV17.LEV,S,,S,3200,2417059
2420259,HLEV21.LEV,S,,S,3647,2420276
2423923,HLEV6.LEV,S,,S,2033,2423940
2425973,TLEV21.LEV,S,,S,1233,2425990
2427223,HLEV7.LEV,S,,S,2374,2427240
2429614,TLEV17.LEV,S,,S,2038,2429631
2431669,TLEV7.LEV,S,,S,1691,2431686
2433377,TLEV2.LEV,S,,S,2894,2433394
2436288,HLEV9.LEV,S,,S,4143,2436305
2440448,HLEV10.LEV,S,,S,2501,2440465
2442966,ELEV26.LEV,S,,S,2442,2442983
2445425,RLEV22.LEV,S,,S,2985,2445442
2448427,ELEV21.LEV,S,,S,3115,2448444
2451559,RLEV4.LEV,S,,S,3091,2451576
2454667,RLEV9.LEV,S,,S,2732,2454684
2457416,TLEV10.LEV,S,,S,2162,2457433
2459595,RLEV11.LEV,S,,S,2262,2459612
2461874,RLEV3.LEV,S,,S,3178,2461891
2465069,ELEV3.LEV,S,,S,2274,2465086
2467360,TLEV32.LEV,S,,S,1446,2467377
2468823,ELEV9.LEV,S,,S,2116,2468840
2470956,TLEV11.LEV,S,,S,1487,2470973
2472460,RLEV18.LEV,S,,S,4213,2472477
2476690,RLEV17.LEV,S,,S,3671,2476707
2480378,RLEV23.LEV,S,,S,3366,2480395
2483761,TLEV9.LEV,S,,S,2103,2483778
2485881,TLEV13.LEV,S,,S,1318,2485898
2487216,RLEV27.LEV,S,,S,2457,2487233
2489690,HLEV22.LEV,S,,S,4699,2489707
2494406,HLEV27.LEV,S,,S,2570,2494423
2496993,HLEV26.LEV,S,,S,2969,2497010
2499979,HLEV28.LEV,S,,S,5580,2499996
2505576,TLEV1.LEV,S,,S,1331,2505593
2506924,MLEV30.LEV,S,,S,5539,2506941
2512480,RLEV16.LEV,S,,S,3627,2512497
2516124,HLEV30.LEV,S,,S,2322,2516141
2518463,TLEV30.LEV,S,,S,887,2518480
2519367,HLEV29.LEV,S,,S,5179,2519384
2524563,TLEV33.LEV,S,,S,1789,2524580
2526369,TLEV37.LEV,S,,S,1145,2526386
2527531,TLEV35.LEV,S,,S,1150,2527548
2528698,TLEV39.LEV,S,,S,1295,2528715
2530010,TLEV6.LEV,S,,S,1424,2530027
2531451,MLEV8.LEV,S,,S,2842,2531468
2534310,TLEV20.LEV,S,,S,958,2534327
2535285,ELEV23.LEV,S,,S,2354,2535302
2537656,ELEV22.LEV,S,,S,1697,2537673
2539370,MLEV1.LEV,S,,S,3050,2539387
2542437,MLEV10.LEV,S,,S,3014,2542454
2545468,MLEV19.LEV,S,,S,2361,2545485
2547846,MLEV16.LEV,S,,S,2094,2547863
2549957,MLEV23.LEV,S,,S,2738,2549974
2552712,RLEV5.LEV,S,,S,3082,2552729
2555811,HLEV3.LEV,S,,S,1579,2555828
2557407,MLEV25.LEV,S,,S,2458,2557424
2559882,ELEV19.LEV,S,,S,1332,2559899
2561231,ELEV20.LEV,S,,S,3270,2561248
2564518,ELEV5.LEV,S,,S,1944,2564535
2566479,ELEV4.LEV,S,,S,1871,2566496
2568367,MLEV2.LEV,S,,S,3705,2568384
2572089,MLEV28.LEV,S,,S,3546,2572106
2575652,MLEV21.LEV,S,,S,2138,2575669
2577807,MLEV22.LEV,S,,S,1934,2577824
2579758,TLEV19.LEV,S,,S,985,2579775
2580760,ELEV10.LEV,S,,S,2416,2580777
2583193,MLEV14.LEV,S,,S,1949,2583210
2585159,MLEV17.LEV,S,,S,2323,2585176
2587499,TLEV4.LEV,S,,S,1782,2587516
2589298,MLEV13.LEV,S,,S,4678,2589315
2593993,MLEV15.LEV,S,,S,1823,2594010
2595833,MLEV18.LEV,S,,S,2900,2595850
2598750,RLEV19.LEV,S,,S,3647,2598767
2602414,HLEV1.LEV,S,,S,2901,2602431
2605332,HLEV23.LEV,S,,S,3501,2605349
2608850,HLEV25.LEV,S,,S,2569,2608867
2611436,RLEV13.LEV,S,,S,3500,2611453
2614953,RLEV21.LEV,S,,S,3999,2614970
2618969,MLEV3.LEV,S,,S,2053,2618986
2621039,MLEV24.LEV,S,,S,4613,2621056
2625669,HLEV19.LEV,S,,S,3345,2625686
2629031,HLEV20.LEV,S,,S,3073,2629048
2632121,TLEV38.LEV,S,,S,1040,2632138
2633178,MLEV29.LEV,S,,S,2369,2633195
2635564,MLEV4.LEV,S,,S,2187,2635581
2637768,MLEV6.LEV,S,,S,2003,2637785
2639788,HLEV24.LEV,S,,S,1542,2639805
2641347,HLEV15.LEV,S,,S,2676,2641364
2644040,HLEV8.LEV,S,,S,2495,2644057
2646552,HLEV16.LEV,S,,S,3416,2646569
2649985,TLEV22.LEV,S,,S,1448,2650002
2651450,RLEV29.LEV,S,,S,4541,2651467
2656008,HLEV5.LEV,S,,S,2205,2656025
2658230,TLEV27.LEV,S,,S,846,2658247
2659093,HLEV31.LEV,S,,S,3687,2659110
2662797,HLEV12.LEV,S,,S,2805,2662814
2665619,HLEV13.LEV,S,,S,2258,2665636
2667894,TLEV34.LEV,S,,S,1812,2667911
2669723,TLEV36.LEV,S,,S,715,2669740
2670455,TLEV29.LEV,S,,S,1037,2670472
2671509,HLEV2.LEV,S,,S,1757,2671526
2673283,HLEV11.LEV,S,,S,2221,2673300
2675521,HLEV14.LEV,S,,S,2417,2675538
2677955,HLEV18.LEV,S,,S,2895,2677972
2680867,TLEV28.LEV,S,,S,1252,2680884
2682136,MLEV12.LEV,S,,S,2681,2682153
2684834,MLEV11.LEV,S,,S,1893,2684851
2686744,HH4.LEV,EV S,EV,S,3803,2686761
2690564,HH1.LEV,EV S,EV,S,1961,2690581
2692542,HH7.LEV,EV S,EV,S,3757,2692559
2696316,HH11.LEV,V S,V,S,1997,2696333
2698330,HH20.LEV,V S,V,S,1560,2698347
2699907,HH25.LEV,V S,V,S,1229,2699924
2701153,HH23.LEV,V S,V,S,1050,2701170
2702220,HH38.LEV,V S,V,S,1647,2702237
2703884,HH26.LEV,V S,V,S,1531,2703901
2705432,HH14.LEV,V S,V,S,1411,2705449
2706860,HH46.LEV,V S,V,S,2064,2706877
2708941,HH16.LEV,V S,V,S,1164,2708958
2710122,HH12.LEV,V S,V,S,2441,2710139
2712580,HH13.LEV,V S,V,S,2180,2712597
2714777,HH19.LEV,V S,V,S,1982,2714794
2716776,HH15.LEV,V S,V,S,2847,2716793
2719640,HH17.LEV,V S,V,S,2448,2719657
2722105,HH31.LEV,V S,V,S,1172,2722122
2723294,HH45.LEV,V S,V,S,1856,2723311
2725167,HH44.LEV,V S,V,S,1723,2725184
2726907,HH30.LEV,V S,V,S,1476,2726924
2728400,HH43.LEV,V S,V,S,1620,2728417
2730037,HH18.LEV,V S,V,S,3643,2730054
2733697,HH41.LEV,V S,V,S,2443,2733714
2736157,HH22.LEV,V S,V,S,1730,2736174
2737904,HH24.LEV,V S,V,S,1113,2737921
2739034,HH2.LEV,V S,V,S,1992,2739051
2741043,HH21.LEV,V S,V,S,1073,2741060
2742133,HH33.LEV,V S,V,S,2410,2742150
2744560,HH8.LEV,V S,V,S,2420,2744577
2746997,HH32.LEV,V S,V,S,1506,2747014
2748520,HH50.LEV,V S,V,S,2176,2748537
2750713,HH28.LEV,V S,V,S,2036,2750730
2752766,HH36.LEV,V S,V,S,1366,2752783
2754149,HH29.LEV,V S,V,S,1965,2754166
2756131,HH3.LEV,V S,V,S,1821,2756148
2757969,HH27.LEV,V S,V,S,1088,2757986
2759074,HH49.LEV,V S,V,S,1777,2759091
2760868,HH6.LEV,V S,V,S,1530,2760885
2762415,HH34.LEV,V S,V,S,1328,2762432
2763760,HH37.LEV,V S,V,S,2259,2763777
2766036,HH35.LEV,V S,V,S,1483,2766053
2767536,HH47.LEV,V S,V,S,1331,2767553
2768884,HH40.LEV,V S,V,S,1798,2768901
2770699,HH42.LEV,V S,V,S,2060,2770716
2772776,HH48.LEV,V S,V,S,1739,2772793
2774532,HH5.LEV,V S,V,S,1659,2774549
2776208,HH39.LEV,V S,V,S,2415,2776225
2778640,HH10.LEV,V S,V,S,1605,2778657
2780262,HH9.LEV,V S,V,S,1687,2780279
2781966,PART58.PAR,S,,S,44,2781983
2782027,PART1.PAR,S,,S,44,2782044
2782088,PART4.PAR,S,,S,252,2782105
2782357,PART5.PAR,S,,S,184,2782374
2782558,PART16.PAR,S,,S,164,2782575
2782739,PART25.PAR,S,,S,84,2782756
2782840,PART33.PAR,S,,S,96,2782857
2782953,PART2.PAR,S,,S,156,2782970
2783126,PART17.PAR,S,,S,84,2783143
2783227,PART78.PAR,S,,S,112,2783244
2783356,PART13.PAR,S,,S,72,2783373
2783445,PART14.PAR,S,,S,96,2783462
2783558,PART9.PAR,S,,S,96,2783575
2783671,PART8.PAR,S,,S,44,2783688
2783732,PART52.PAR,S,,S,90,2783749
2783839,PART10.PAR,S,,S,44,2783856
2783900,PART15.PAR,S,,S,72,2783917
2783989,PART97.PAR,S,,S,44,2784006
2784050,PART19.PAR,S,,S,72,2784067
2784139,PART21.PAR,S,,S,100,2784156
2784256,PART22.PAR,S,,S,100,2784273
2784373,PART23.PAR,S,,S,44,2784390
2784434,PART24.PAR,S,,S,84,2784451
2784535,PART26.PAR,S,,S,84,2784552
2784636,PART110.PAR,,,,44,2784653
2784697,PART29.PAR,,,,72,2784714
2784786,PART30.PAR,,,,44,2784803
2784847,PART32.PAR,,,,72,2784864
2784936,PART35.PAR,,,,136,2784953
2785089,PART34.PAR,,,,84,2785106
2785190,PART12.PAR,,,,78,2785207
2785285,PART37.PAR,,,,142,2785302
2785444,PART38.PAR,,,,44,2785461
2785505,PART39.PAR,,,,72,2785522
2785594,PART40.PAR,,,,44,2785611
2785655,PART41.PAR,,,,44,2785672
2785716,PART44.PAR,,,,96,2785733
2785829,PART47.PAR,,,,96,2785846
2785942,PART46.PAR,,,,44,2785959
2786003,PART20.PAR,,,,72,2786020
2786092,PART48.PAR,,,,44,2786109
2786153,PART49.PAR,,,,44,2786170
2786214,PART50.PAR,,,,84,2786231
2786315,PART55.PAR,,,,78,2786332
2786410,PART51.PAR,,,,96,2786427
2786523,PART56.PAR,,,,44,2786540
2786584,PART42.PAR,,,,72,2786601
2786673,PART101.PAR,,,,44,2786690
2786734,PART60.PAR,,,,44,2786751
2786795,PART116.PAR,,,,84,2786812
2786896,PART87.PAR,,,,96,2786913
2787009,PART59.PAR,,,,96,2787026
2787122,PART61.PAR,,,,78,2787139
2787217,PART62.PAR,,,,84,2787234
2787318,PART64.PAR,,,,96,2787335
2787431,PART70.PAR,,,,146,2787448
2787594,PART65.PAR,,,,78,2787611
2787689,PART66.PAR,,,,44,2787706
2787750,PART27.PAR,,,,96,2787767
2787863,PART76.PAR,,,,44,2787880
2787924,PART7.PAR,,,,44,2787941
2787985,PART138.PAR,,,,72,2788002
2788074,PART82.PAR,,,,44,2788091
2788135,PART93.PAR,,,,44,2788152
2788196,PART98.PAR,,,,162,2788213
2788375,PART67.PAR,,,,90,2788392
2788482,PART74.PAR,,,,72,2788499
2788571,PART119.PAR,,,,604,2788588
2789192,PART83.PAR,,,,44,2789209
2789253,PART84.PAR,,,,44,2789270
2789314,PART85.PAR,,,,44,2789331
2789375,PART86.PAR,,,,96,2789392
2789488,PART81.PAR,,,,84,2789505
2789589,PART125.PAR,,,,44,2789606
2789650,PART90.PAR,,,,96,2789667
2789763,PART69.PAR,,,,72,2789780
2789852,PART109.PAR,,,,96,2789869
2789965,PART0.PAR,R,,R,96,2789982
2790078,PART100.PAR,,,,44,2790095
2790139,PART102.PAR,,,,44,2790156
2790200,PART104.PAR,,,,72,2790217
2790289,PART105.PAR,,,,72,2790306
2790378,PART106.PAR,,,,72,2790395
2790467,PART111.PAR,,,,44,2790484
2790528,PART112.PAR,,,,44,2790545
2790589,PART113.PAR,,,,44,2790606
2790650,PART114.PAR,,,,44,2790667
2790711,PART115.PAR,,,,44,2790728
2790772,PART127.PAR,,,,44,2790789
2790833,PART11.PAR,,,,108,2790850
2790958,PART103.PAR,,,,72,2790975
2791047,PART107.PAR,,,,78,2791064
2791142,PART77.PAR,,,,148,2791159
2791307,PART36.PAR,,,,146,2791324
2791470,PART31.PAR,,,,108,2791487
2791595,PART3.PAR,,,,200,2791612
2791812,PART99.PAR,,,,44,2791829
2791873,PART79.PAR,,,,84,2791890
2791974,PART117.PAR,,,,220,2791991
2792211,PART57.PAR,,,,348,2792228
2792576,PART96.PAR,,,,60,2792593
2792653,PART80.PAR,,,,78,2792670
2792748,PART126.PAR,,,,44,2792765
2792809,PART45.PAR,,,,78,2792826
2792904,PART43.PAR,,,,96,2792921
2793017,PART75.PAR,,,,44,2793034
2793078,PART72.PAR,,,,44,2793095
2793139,PART120.PAR,,,,44,2793156
2793200,PART136.PAR,,,,72,2793217
2793289,PART53.PAR,,,,180,2793306
2793486,PART121.PAR,,,,44,2793503
2793547,PART118.PAR,,,,44,2793564
2793608,PART54.PAR,,,,112,2793625
2793737,PART18.PAR,,,,356,2793754
2794110,PART140.PAR,,,,44,2794127
2794171,PART6.PAR,R,,R,72,2794188
2794260,PART139.PAR,,,,200,2794277
2794477,PART148.PAR,,,,60,2794494
2794554,PART95.PAR,,,,204,2794571
2794775,PART71.PAR,,,,304,2794792
2795096,PART73.PAR,,,,112,2795113
2795225,PART63.PAR,,,,96,2795242
2795338,PART122.PAR,,,,44,2795355
2795399,PART123.PAR,,,,44,2795416
2795460,PART124.PAR,,,,44,2795477
2795521,PART91.PAR,,,,228,2795538
2795766,PART147.PAR,,,,44,2795783
2795827,PART88.PAR,,,,148,2795844
2795992,PART92.PAR,,,,44,2796009
2796053,PART94.PAR,,,,180,2796070
2796250,PART108.PAR,,,,84,2796267
2796351,PART135.PAR,,,,44,2796368
2796412,PART134.PAR,,,,44,2796429
2796473,PART133.PAR,,,,44,2796490
2796534,PART132.PAR,,,,44,2796551
2796595,PART131.PAR,,,,44,2796612
2796656,PART130.PAR,,,,44,2796673
2796717,PART129.PAR,,,,44,2796734
2796778,PART128.PAR,,,,44,2796795
2796839,PART146.PAR,,,,44,2796856
2796900,PART145.PAR,,,,44,2796917
2796961,PART144.PAR,,,,44,2796978
2797022,PART143.PAR,,,,44,2797039
2797083,PART142.PAR,,,,44,2797100
2797144,PART141.PAR,,,,44,2797161
2797205,PART89.PAR,,,,124,2797222
2797346,PART68.PAR,,,,96,2797363
2797459,PART28.PAR,,,,96,2797476
2797572,PART137.PAR,,,,160,2797589
2797749,SX_3620.RAW,,,,7958,2797766
2805724,SX_3001.RAW,,,,11609,2805741
2817350,SX_3066.RAW,,,,3664,2817367
2821031,SX_3137.RAW,,,,534,2821048
2821582,SX_3617.RAW,,,,5050,2821599
2826649,SX_3139.RAW,,,,3936,2826666
2830602,SX_3501.RAW,,,,4200,2830619
2834819,SX_3015.RAW,,,,9500,2834836
2844336,SX_3618.RAW,,,,2232,2844353
2846585,SX_3019.RAW,,,,21632,2846602
2868234,SX_3622.RAW,,,,15638,2868251
2883889,SX_3037.RAW,,,,2160,2883906
2886066,SX_3088.RAW,,,,6656,2886083
2892739,SX_3013.RAW,,,,14340,2892756
2907096,SX_3006.RAW,,,,1424,2907113
2908537,SX_3505.RAW,,,,4900,2908554
2913454,SX_3502.RAW,,,,8320,2913471
2921791,SX_3090.RAW,,,,1832,2921808
2923640,SX_3022.RAW,,,,11406,2923657
2935063,SX_3081.RAW,,,,5780,2935080
2940860,SX_3089.RAW,,,,1240,2940877
2942117,SX_3012.RAW,,,,5821,2942134
2947955,SX_3117.RAW,,,,1314,2947972
2949286,SX_3033.RAW,,,,1104,2949303
2950407,SX_3035.RAW,,,,11030,2950424
2961454,SX_3036.RAW,,,,10507,2961471
2971978,SX_3211.RAW,,,,15062,2971995
2987057,SX_3054.RAW,,,,13419,2987074
3000493,SX_3626.RAW,,,,1952,3000510
3002462,SX_3021.RAW,,,,1528,3002479
3004007,SX_3075.RAW,,,,16724,3004024
3020748,SX_3116.RAW,,,,647,3020765
3021412,SX_3136.RAW,,,,2336,3021429
3023765,SX_3306.RAW,,,,2702,3023782
3026484,SX_3261.RAW,,,,9238,3026501
3035739,SX_3025.RAW,,,,420,3035756
3036176,SX_3078.RAW,,,,20227,3036193
3056420,SX_3312.RAW,,,,10518,3056437
3066955,SX_3070.RAW,,,,15382,3066972
3082354,SX_3016.RAW,,,,7958,3082371
3090329,SX_3058.RAW,,,,1650,3090346
3091996,SX_3061.RAW,,,,2432,3092013
3094445,SX_3073.RAW,,,,3096,3094462
3097558,SX_3067.RAW,,,,7010,3097575
3104585,SX_3454.RAW,,,,87,3104602
3104689,SX_3080.RAW,,,,18454,3104706
3123160,SX_3063.RAW,,,,145,3123177
3123322,SX_3064.RAW,,,,1488,3123339
3124827,SX_3503.RAW,,,,9296,3124844
3134140,SX_3601.RAW,,,,4200,3134157
3138357,SX_3508.RAW,,,,2229,3138374
3140603,SX_3612.RAW,,,,1600,3140620
3142220,SX_3614.RAW,,,,7457,3142237
3149694,SX_3510.RAW,,,,11136,3149711
3160847,SX_3700.RAW,,,,27132,3160864
3187996,SX_3004.RAW,,,,2864,3188013
3190877,SX_3701.RAW,,,,15840,3190894
3206734,SX_3354.RAW,,,,2838,3206751
3209589,SX_3237.RAW,,,,4096,3209606
3213702,SX_3554.RAW,,,,12253,3213719
3225972,SX_3206.RAW,,,,2838,3225989
3228827,SX_3029.RAW,,,,4530,3228844
3233374,SX_3600.RAW,,,,2304,3233391
3235695,SX_3018.RAW,,,,11261,3235712
3246973,SX_3212.RAW,,,,1609,3246990
3248599,SX_3231.RAW,,,,10080,3248616
3258696,SX_3236.RAW,,,,11286,3258713
3269999,SX_3032.RAW,,,,1440,3270016
3271456,SX_3506.RAW,,,,10875,3271473
3282348,SX_3031.RAW,,,,14038,3282365
3296403,SX_3200.RAW,,,,10518,3296420
3306938,SX_3337.RAW,,,,1568,3306955
3308523,SX_3611.RAW,,,,654,3308540
3309194,SX_3201.RAW,,,,9710,3309211
3318921,SX_3507.RAW,,,,740,3318938
3319678,SX_3613.RAW,,,,1075,3319695
3320770,SX_3500.RAW,,,,2304,3320787
3323091,SX_3615.RAW,,,,1808,3323108
3324916,SX_3509.RAW,,,,7385,3324933
3332318,SX_3504.RAW,,,,2814,3332335
3335149,SX_3042.RAW,,,,6784,3335166
3341950,SX_3077.RAW,,,,1012,3341967
3342979,SX_3602.RAW,,,,8320,3342996
3351316,SX_3603.RAW,,,,9296,3351333
3360629,SX_3604.RAW,,,,2814,3360646
3363460,SX_3605.RAW,,,,4900,3363477
3368377,SX_3606.RAW,,,,10875,3368394
3379269,SX_3607.RAW,,,,740,3379286
3380026,SX_3608.RAW,,,,2229,3380043
3382272,SX_3609.RAW,,,,7385,3382289
3389674,SX_3003.RAW,,,,4288,3389691
3393979,SX_3621.RAW,,,,1558,3393996
3395554,SX_3623.RAW,,,,1109,3395571
3396680,SX_3254.RAW,,,,23830,3396697
3420527,SX_3702.RAW,,,,3619,3420544
3424163,SX_3703.RAW,,,,11570,3424180
3435750,SX_3704.RAW,,,,19872,3435767
3455639,SX_3705.RAW,,,,4980,3455656
3460636,SX_3002.RAW,,,,5056,3460653
3465709,SX_3627.RAW,,,,832,3465726
3466558,SX_3625.RAW,,,,4552,3466575
3471127,SX_3624.RAW,,,,1792,3471144
3472936,SX_3039.RAW,,,,5056,3472953
3478009,SX_3074.RAW,,,,4908,3478026
3482934,SX_3610.RAW,,,,5142,3482951
3488093,SX_3108.RAW,,,,2326,3488110
3490436,SX_3055.RAW,,,,9806,3490453
3500259,SX_3616.RAW,,,,8032,3500276
3508308,SX_3027.RAW,,,,12310,3508325
3520635,SX_3754.RAW,,,,5376,3520652
3526028,SX_3654.RAW,,,,3665,3526045
3529710,SX_3706.RAW,,,,15062,3529727
3544789,SX_3707.RAW,,,,11406,3544806
3556212,SIERRA.SCR,,,,4753,3556229
3560982,TITLE.SCR,,,,18159,3560999
3579158,TOUR3.REC,,,,5140,3579175
3584315,TOUR1.REC,,,,11800,3584332
3596132,TOUR4.REC,,,,23598,3596149
3619747,TOUR2.REC,,,,34308,3619764
3654072,TOUR5.REC,,,,12204,3654089
3666293,TOUR6.REC,,,,22832,3666310
